pepito-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-0.99	4.91
-1.01	4.91
-1.01	4.91
-0.99	4.91
